C++ parallel 32 | Size 25 | 1.852 seconds | 1964.82 | [ 1 7 3 18 21 0 15 13 5 22 12 6 19 16 14 17 9 23 8 11 4 10 20 2 24 ]
C++ parallel 1 | Size 26 | 99.790 seconds | 2029.42 | [ 13 15 0 21 18 3 7 1 24 2 20 10 4 11 8 23 9 17 14 16 19 6 12 22 5 25 ]
C++ parallel 2 | Size 26 | 56.264 seconds | 2029.42 | [ 13 15 0 21 18 3 7 1 24 2 20 10 4 11 8 23 9 17 14 16 19 6 12 22 5 25 ]
C++ parallel 4 | Size 26 | 30.239 seconds | 2029.42 | [ 13 15 0 21 18 3 7 1 24 2 20 10 4 11 8 23 9 17 14 16 19 6 12 22 5 25 ]
C++ parallel 8 | Size 26 | 24.574 seconds | 2029.42 | [ 13 15 0 21 18 3 7 1 24 2 20 10 4 11 8 23 9 17 14 16 19 6 12 22 5 25 ]
C++ parallel 16 | Size 26 | 22.653 seconds | 2029.42 | [ 13 15 0 21 18 3 7 1 24 2 20 10 4 11 8 23 9 17 14 16 19 6 12 22 5 25 ]
C++ parallel 32 | Size 26 | 23.994 seconds | 2029.42 | [ 13 15 0 21 18 3 7 1 24 2 20 10 4 11 8 23 9 17 14 16 19 6 12 22 5 25 ]
C++ parallel 1 | Size 27 | 42.289 seconds | 2083.86 | [ 4 10 20 2 24 1 7 3 18 21 0 15 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 ]
C++ parallel 2 | Size 27 | 22.271 seconds | 2083.86 | [ 4 10 20 2 24 1 7 3 18 21 0 15 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 ]
C++ parallel 4 | Size 27 | 20.988 seconds | 2083.86 | [ 4 10 20 2 24 1 7 3 18 21 0 15 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 ]
C++ parallel 8 | Size 27 | 20.907 seconds | 2083.86 | [ 4 10 20 2 24 1 7 3 18 21 0 15 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 ]
C++ parallel 16 | Size 27 | 20.530 seconds | 2083.86 | [ 4 10 20 2 24 1 7 3 18 21 0 15 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 ]
C++ parallel 32 | Size 27 | 20.580 seconds | 2083.86 | [ 4 10 20 2 24 1 7 3 18 21 0 15 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 ]
C++ parallel 1 | Size 28 | 54.552 seconds | 2118.28 | [ 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 15 27 ]
